('aahed', '6')
('grigs', '7')
('grike', '5')
('grill', '6')
('grime', '5')
('grimy', '5')
('grind', '3')
('grins', '5')
('griot', '3')
('gripe', '5')
('grips', '7')
('gript', '4')
('gripy', '5')
('grise', '6')
('grist', '3')
('grisy', '4')
('grith', '5')
('grits', '5')
('grize', '6')
('groan', '4')
('groat', '3')
('grody', '4')
('grogs', '7')
('groin', '5')
('groks', '6')
('groma', '4')
('grone', '6')
('groof', '6')
('groom', '5')
('grope', '5')
('gross', '7')
('grosz', '6')
('grots', '3')
('grouf', '5')
('group', '5')
('grout', '4')
('grove', '6')
('grovy', '4')
('growl', '5')
('grown', '5')
('grows', '8')
('grrls', '5')
('grrrl', '4')
('grubs', '4')
('grued', '4')
('gruel', '5')
('grues', '5')
('grufe', '5')
('gruff', '5')
('grume', '5')
('grump', '4')
('grund', '3')
('grunt', '5')
('gryce', '4')
('gryde', '5')
('gryke', '6')
('grype', '5')
('grypt', '5')
('guaco', '4')
('guana', '5')
('guano', '3')
('guans', '5')
('guard', '4')
('guars', '5')
('guava', '6')
('gucks', '7')
('gucky', '5')
('gudes', '4')
('guess', '5')
('guest', '3')
('guffs', '6')
('gugas', '6')
('guide', '4')
('guids', '4')
('guild', '4')
('guile', '3')
('guilt', '4')
('guimp', '4')
('guiro', '4')
('guise', '3')
('gulag', '4')
('gular', '4')
('gulas', '4')
('gulch', '5')
('gules', '6')
('gulet', '5')
('gulfs', '6')
('gulfy', '6')
('gulls', '7')
('gully', '5')
('gulph', '4')
('gulps', '5')
('gulpy', '4')
('gumbo', '4')
('gumma', '5')
('gummi', '4')
('gummy', '5')
('gumps', '6')
('gundy', '5')
('gunge', '4')
('gungy', '5')
('gunks', '5')
('gunky', '5')
('gunny', '5')
('guppy', '6')
('guqin', '4')
('gurdy', '5')
('gurge', '5')
('gurls', '9')
('gurly', '6')
('gurns', '6')
('gurry', '5')
('gursh', '4')
('gurus', '7')
('gushy', '6')
('gusla', '3')
('gusle', '4')
('gusli', '3')
('gussy', '6')
('gusto', '3')
('gusts', '6')
('gusty', '7')
('gutsy', '4')
('gutta', '5')
('gutty', '5')
('guyed', '4')
('guyle', '4')
('guyot', '3')
('guyse', '4')
('gwine', '5')
('gyals', '5')
('gyans', '6')
('gybed', '5')
('gybes', '5')
('gyeld', '4')
('gymps', '4')
('gynae', '4')
('gynie', '4')
('gynny', '4')
('gynos', '4')
('gyoza', '5')
('gypos', '4')
('gyppo', '4')
('gyppy', '5')
('gypsy', '4')
('gyral', '6')
('gyred', '5')
('gyres', '7')
('gyron', '3')
('gyros', '5')
('gyrus', '4')
('gytes', '6')
('gyved', '6')
('gyves', '7')
('haafs', '7')
('haars', '5')
('habit', '4')
('hable', '5')
('habus', '5')
('hacek', '5')
('hacks', '6')
('hadal', '5')
('haded', '7')
('hades', '7')
('hadji', '6')
('hadst', '5')
('haems', '3')
('haets', '2')
('haffs', '8')
('hafiz', '5')
('hafts', '7')
('haggs', '6')
('hahas', '8')
('haick', '5')
('haika', '5')
('haiks', '6')
('haiku', '4')
('hails', '6')
('haily', '4')
('hains', '6')
('haint', '5')
('hairs', '6')
('hairy', '4')
('haith', '5')
('hajes', '11')
('hajis', '7')
('hajji', '4')
('hakam', '5')
('hakas', '7')
('hakea', '5')
('hakes', '7')
('hakim', '4')
('hakus', '6')
('halal', '5')
('haled', '5')
('haler', '4')
('hales', '8')
('halfa', '5')
('halfs', '9')
('halid', '4')
('hallo', '4')
('halls', '6')
('halma', '4')
('halms', '6')
('halon', '3')
('halos', '4')
('halse', '3')
('halts', '5')
('halva', '7')
('halve', '4')
('halwa', '6')
('hamal', '4')
('hamba', '5')
('hamed', '5')
('hames', '7')
('hammy', '5')
('hamza', '6')
('hanap', '4')
('hance', '6')
('hanch', '6')
('hands', '5')
('handy', '5')
('hangi', '4')
('hangs', '6')
('hanks', '6')
('hanky', '4')
('hansa', '4')
('hanse', '4')
('hants', '6')
('haole', '3')
('haoma', '5')
('hapax', '5')
('haply', '4')
('happi', '4')
('happy', '5')
('hapus', '5')
('haram', '6')
('hards', '7')
('hardy', '6')
('hared', '6')
('harem', '5')
('hares', '10')
('harim', '4')
('harks', '7')
('harls', '5')
('harms', '5')
('harns', '6')
('haros', '4')
('harps', '6')
('harpy', '6')
('harry', '6')
('harsh', '5')
('harts', '6')
('hashy', '6')
('hasks', '7')
('hasps', '6')
('hasta', '6')
('haste', '6')
('hasty', '7')
('hatch', '9')
('hated', '7')
('hater', '9')
('hates', '9')
('hatha', '6')
('hauds', '5')
('haufs', '6')
('haugh', '7')
('hauld', '4')
('haulm', '5')
('hauls', '7')
('hault', '5')
('hauns', '4')
('haunt', '5')
('hause', '4')
('haute', '3')
('haven', '5')
('haver', '7')
('haves', '9')
('havoc', '4')
('hawed', '5')
('hawks', '6')
('hawms', '5')
('hawse', '5')
('hayed', '5')
('hayer', '7')
('hayey', '5')
('hayle', '4')
('hazan', '4')
('hazed', '6')
('hazel', '5')
('hazer', '8')
('hazes', '10')
('heads', '5')
('heady', '4')
('heald', '4')
('heals', '8')
('heame', '4')
('heaps', '6')
('heapy', '5')
('heard', '5')
('heare', '8')
('hears', '8')
('heart', '4')
('heast', '4')
('heath', '7')
('heats', '8')
('heave', '5')
('heavy', '5')
('heben', '4')
('hebes', '6')
('hecht', '6')
('hecks', '5')
('heder', '4')
('hedge', '5')
('hedgy', '4')
('heeds', '6')
('heedy', '4')
('heels', '5')
('heeze', '5')
('hefte', '5')
('hefts', '7')
('hefty', '5')
('heids', '4')
('heigh', '6')
('heils', '5')
('heirs', '3')
('heist', '6')
('hejab', '5')
('hejra', '5')
('heled', '6')
('heles', '5')
('helio', '4')
('helix', '4')
('hello', '5')
('hells', '8')
('helms', '4')
('helos', '4')
('helot', '4')
('helps', '5')
('helve', '5')
('hemal', '4')
('hemes', '5')
('hemic', '4')
('hemin', '4')
('hemps', '4')
('hempy', '4')
('hence', '5')
('hench', '7')
('hends', '7')
('henge', '4')
('henna', '5')
('henny', '5')
('henry', '4')
('hents', '7')
('hepar', '5')
('herbs', '7')
('herby', '5')
('herds', '5')
('heres', '9')
('herls', '4')
('herma', '5')
('herms', '7')
('herns', '5')
('heron', '4')
('heros', '5')
('herry', '5')
('herse', '6')
('hertz', '5')
('herye', '5')
('hesps', '5')
('hests', '6')
('hetes', '7')
('heths', '6')
('heuch', '4')
('heugh', '5')
('hevea', '4')
('hewed', '6')
('hewer', '6')
('hewgh', '5')
('hexad', '5')
('hexed', '6')
('hexer', '7')
('hexes', '6')
('hexyl', '5')
('heyed', '5')
('hiant', '4')
('hicks', '5')
('hided', '5')
('hider', '5')
('hides', '5')
('hiems', '4')
('highs', '6')
('hight', '10')
('hijab', '4')
('hijra', '5')
('hiked', '6')
('hiker', '6')
('hikes', '7')
('hikoi', '4')
('hilar', '4')
('hilch', '7')
('hillo', '4')
('hills', '7')
('hilly', '4')
('hilts', '5')
('hilum', '4')
('hilus', '4')
('himbo', '4')
('hinau', '3')
('hinds', '4')
('hinge', '6')
('hings', '5')
('hinky', '5')
('hinny', '6')
('hints', '6')
('hiois', '5')
('hiply', '3')
('hippo', '4')
('hippy', '4')
('hired', '3')
('hiree', '4')
('hirer', '5')
('hires', '5')
('hissy', '4')
('hists', '6')
('hitch', '9')
('hithe', '6')
('hived', '6')
('hiver', '7')
('hives', '7')
('hizen', '4')
('hoaed', '3')
('hoagy', '4')
('hoard', '4')
('hoars', '4')
('hoary', '4')
('hoast', '5')
('hobby', '6')
('hobos', '6')
('hocks', '5')
('hocus', '4')
('hodad', '4')
('hodja', '4')
('hoers', '6')
('hogan', '5')
('hogen', '4')
('hoggs', '6')
('hoghs', '6')
('hohed', '10')
('hoick', '4')
('hoied', '3')
('hoiks', '4')
('hoing', '5')
('hoise', '5')
('hoist', '4')
('hokas', '6')
('hoked', '7')
('hokes', '6')
('hokey', '5')
('hokis', '4')
('hokku', '5')
('hokum', '4')
('holds', '6')
('holed', '6')
('holes', '9')
('holey', '5')
('holks', '6')
('holla', '5')
('hollo', '4')
('holly', '8')
('holme', '3')
('holms', '4')
('holon', '4')
('holos', '7')
('holts', '8')
('homas', '5')
('homed', '4')
('homer', '6')
('homes', '6')
('homey', '4')
('homie', '3')
('homme', '4')
('homos', '5')
('honan', '6')
('honda', '3')
('honds', '5')
('honed', '5')
('honer', '7')
('hones', '6')
('honey', '7')
('hongi', '4')
('hongs', '6')
('honks', '6')
('honky', '4')
('honor', '4')
('hooch', '7')
('hoods', '5')
('hoody', '5')
('hooey', '6')
('hoofs', '7')
('hooka', '5')
('hooks', '6')
('hooky', '5')
('hooly', '6')
('hoons', '8')
('hoops', '6')
('hoord', '4')
('hoors', '5')
('hoosh', '6')
('hoots', '7')
('hooty', '5')
('hoove', '5')
('hopak', '4')
('hoped', '5')
('hoper', '6')
('hopes', '5')
('hoppy', '6')
('horah', '7')
('horal', '8')
('horas', '6')
('horde', '4')
('horis', '6')
('horks', '7')
('horme', '3')
('horns', '6')
('horny', '4')
('horse', '6')
('horst', '3')
('horsy', '4')
('hosed', '7')
('hosel', '4')
('hosen', '4')
('hoser', '6')
('hoses', '8')
('hosey', '7')
('hosta', '4')
('hosts', '7')
('hotch', '7')
('hotel', '4')
('hoten', '4')
('hotly', '3')
('hotty', '6')
('houff', '5')
('houfs', '6')
('hough', '5')
('hound', '5')
('houri', '3')
('hours', '5')
('house', '6')
('houts', '7')
('hovea', '4')
('hoved', '8')
('hovel', '5')
('hoven', '5')
('hover', '9')
('hoves', '9')
('howbe', '5')
('howdy', '4')
('howes', '7')
('howff', '5')
('howfs', '6')
('howks', '5')
('howls', '6')
('howre', '6')
('howso', '6')
('hoxed', '9')
('hoxes', '10')
('hoyas', '5')
('hoyed', '6')
('hoyle', '6')
('hubby', '5')
('hucks', '5')
('hudna', '3')
('hudud', '4')
('huers', '5')
('huffs', '6')
('huffy', '6')
('huger', '6')
('huggy', '5')
('huhus', '7')
('huias', '4')
('hulas', '5')
('hules', '7')
('hulks', '5')
('hulky', '5')
('hullo', '4')
('hulls', '6')
('hully', '4')
('human', '4')
('humas', '5')
('humfs', '5')
('humic', '4')
('humid', '4')
('humor', '5')
('humph', '5')
('humps', '5')
('humpy', '4')
('humus', '6')
('hunch', '6')
('hunks', '5')
('hunky', '4')
('hunts', '7')
('hurds', '6')
('hurls', '8')
('hurly', '7')
('hurra', '7')
('hurry', '6')
('hurst', '4')
('hurts', '4')
('hushy', '7')
('husks', '5')
('husky', '5')
('husos', '6')
('hussy', '6')
('hutch', '8')
('hutia', '4')
('huzza', '7')
('huzzy', '7')
('hwyls', '4')
('hydra', '4')
('hydro', '4')
('hyena', '4')
('hyens', '4')
('hygge', '4')
('hying', '3')
('hykes', '6')
('hylas', '5')
('hyleg', '4')
('hyles', '6')
('hylic', '4')
('hymen', '4')
('hymns', '4')
('hynde', '4')
('hyoid', '5')
('hyped', '5')
('hyper', '5')
('hypes', '5')
('hypha', '4')
('hyphy', '4')
('hypos', '5')
('hyrax', '5')
('hyson', '4')
('hythe', '5')
('iambi', '6')
('iambs', '4')
('ibrik', '4')
('icers', '4')
('iched', '4')
('iches', '4')
('ichor', '4')
('icier', '5')
('icily', '3')
('icing', '4')
('icker', '4')
('ickle', '4')
('icons', '4')
('ictal', '4')
('ictic', '4')
('ictus', '4')
('idant', '4')
('ideal', '4')
('ideas', '3')
('idees', '4')
('ident', '5')
('idiom', '4')
('idiot', '3')
('idled', '4')
('idler', '4')
('idles', '4')
('idola', '3')
('idols', '4')
('idyll', '3')
('idyls', '4')
('iftar', '4')
('igapo', '4')
('igged', '5')
('igloo', '4')
('iglus', '5')
('ihram', '4')
('ikans', '4')
('ikats', '5')
('ikons', '5')
('ileac', '4')
('ileal', '5')
('ileum', '4')
('ileus', '5')
('iliac', '4')
('iliad', '4')
('ilial', '6')
('ilium', '5')
('iller', '5')
('illth', '5')
('image', '3')
('imago', '4')
('imams', '4')
('imari', '4')
('imaum', '5')
('imbar', '4')
('imbed', '5')
('imbue', '4')
('imide', '5')
('imido', '4')
('imids', '4')
('imine', '4')
('imino', '5')
('immew', '5')
('immit', '5')
('immix', '4')
('imped', '4')
('impel', '5')
('impis', '5')
('imply', '4')
('impot', '4')
('impro', '4')
('imshi', '5')
('imshy', '4')
('inane', '3')
('inapt', '4')
('inarm', '3')
('inbox', '5')
('inbye', '5')
('incel', '3')
('incle', '3')
('incog', '4')
('incur', '4')
('incus', '5')
('incut', '4')
('indew', '4')
('index', '5')
('india', '3')
('indie', '4')
('indol', '3')
('indow', '4')
('indri', '4')
('indue', '4')
('inept', '5')
('inerm', '4')
('inert', '4')
('infer', '5')
('infix', '4')
('infos', '4')
('infra', '4')
('ingan', '5')
('ingle', '4')
('ingot', '4')
('inion', '5')
('inked', '4')
('inker', '4')
('inkle', '5')
('inlay', '3')
('inlet', '4')
('inned', '4')
('inner', '4')
('innit', '5')
('inorb', '5')
('input', '4')
('inrun', '3')
('inset', '3')
('inspo', '4')
('intel', '3')
('inter', '4')
('intil', '5')
('intis', '4')
('intra', '3')
('intro', '4')
('inula', '4')
('inure', '4')
('inurn', '5')
('inust', '4')
('invar', '5')
('inwit', '4')
('iodic', '5')
('iodid', '6')
('iodin', '4')
('ionic', '5')
('iotas', '3')
('ippon', '4')
('irade', '5')
('irate', '5')
('irids', '7')
('iring', '6')
('irked', '4')
('iroko', '6')
('irone', '5')
('irons', '4')
('irony', '3')
('isbas', '5')
('ishes', '5')
('isled', '3')
('isles', '5')
('islet', '3')
('isnae', '4')
('issei', '4')
('issue', '4')
('istle', '3')
('itchy', '4')
('items', '3')
('ither', '4')
('ivied', '6')
('ivies', '6')
('ivory', '4')
('ixias', '5')
('ixnay', '4')
('ixora', '4')
('ixtle', '4')
('izard', '3')
('izars', '4')
('izzat', '4')
('jaaps', '8')
('jabot', '4')
('jacal', '5')
('jacks', '12')
('jacky', '6')
('jaded', '9')
('jades', '12')
('jafas', '8')
('jaffa', '6')
('jagas', '7')
('jager', '10')
('jaggs', '7')
('jaggy', '7')
('jagir', '5')
('jagra', '5')
('jails', '12')
('jaker', '11')
('jakes', '11')
('jakey', '6')
('jalap', '5')
('jalop', '5')
('jambe', '6')
('jambo', '6')
('jambs', '7')
('jambu', '5')
('james', '11')
('jammy', '6')
('jamon', '5')
('janes', '12')
('janns', '8')
('janny', '5')
('janty', '8')
('japan', '4')
('japed', '6')
('japer', '7')
('japes', '8')
('jarks', '11')
('jarls', '7')
('jarps', '9')
('jarta', '7')
('jarul', '3')
('jasey', '5')
('jaspe', '5')
('jasps', '8')
('jatos', '3')
('jauks', '8')
('jaunt', '9')
('jaups', '7')
('javas', '8')
('javel', '7')
('jawan', '6')
('jawed', '8')
('jaxie', '8')
('jazzy', '7')
('jeans', '11')
('jeats', '11')
('jebel', '7')
('jedis', '5')
('jeels', '10')
('jeely', '4')
('jeeps', '11')
('jeers', '10')
('jeeze', '8')
('jefes', '10')
('jeffs', '7')
('jehad', '6')
('jehus', '5')
('jelab', '5')
('jello', '6')
('jells', '14')
('jelly', '9')
('jembe', '4')
('jemmy', '7')
('jenny', '8')
('jeons', '4')
('jerid', '5')
('jerks', '9')
('jerky', '6')
('jerry', '9')
('jesse', '7')
('jests', '14')
('jesus', '6')
('jetes', '10')
('jeton', '5')
('jetty', '8')
('jeune', '4')
('jewed', '7')
('jewel', '7')
('jewie', '7')
('jhala', '4')
('jiaos', '4')
('jibba', '7')
('jibbs', '6')
('jibed', '6')
('jiber', '7')
('jibes', '8')
('jiffs', '8')
('jiffy', '7')
('jiggy', '8')
('jigot', '6')
('jihad', '4')
('jills', '15')
('jilts', '10')
('jimmy', '5')
('jimpy', '6')
('jingo', '5')
('jinks', '10')
('jinne', '7')
('jinni', '4')
('jinns', '5')
('jirds', '7')
('jirga', '5')
('jirre', '6')
('jisms', '6')
('jived', '9')
('jiver', '10')
('jives', '10')
('jivey', '5')
('jnana', '7')
('jobed', '6')
('jobes', '7')
('jocko', '5')
('jocks', '11')
('jocky', '6')
('jocos', '6')
('jodel', '5')
('joeys', '5')
('johns', '7')
('joins', '5')
('joint', '4')
('joist', '6')
('joked', '7')
('joker', '10')
('jokes', '9')
('jokey', '6')
('jokol', '6')
('joled', '9')
('joles', '12')
('jolls', '9')
('jolly', '10')
('jolts', '10')
('jolty', '4')
('jomon', '5')
('jomos', '6')
('jones', '9')
('jongs', '11')
('jonty', '5')
('jooks', '9')
('joram', '6')
('jorum', '5')
('jotas', '5')
('jotty', '8')
('jotun', '5')
('joual', '6')
('jougs', '7')
('jouks', '9')
('joule', '7')
('jours', '9')
('joust', '5')
('jowar', '5')
('jowed', '9')
('jowls', '12')
('jowly', '6')
('joyed', '6')
('jubas', '6')
('jubes', '5')
('jucos', '6')
('judas', '5')
('judge', '7')
('judgy', '6')
('judos', '5')
('jugal', '5')
('jugum', '4')
('juice', '5')
('juicy', '4')
('jujus', '7')
('juked', '6')
('jukes', '7')
('jukus', '6')
('julep', '5')
('jumar', '5')
('jumbo', '5')
('jumby', '6')
('jumps', '11')
('jumpy', '6')
('junco', '4')
('junks', '8')
('junky', '7')
('junta', '4')
('junto', '4')
('jupes', '6')
('jupon', '4')
('jural', '8')
('jurat', '4')
('jurel', '4')
('jures', '8')
('juror', '6')
('justs', '8')
('jutes', '7')
('jutty', '8')
('juves', '8')
('juvie', '6')
('kaama', '5')
('kabab', '6')
('kabar', '4')
('kabob', '5')
('kacha', '6')
('kacks', '11')
('kadai', '4')
('kades', '4')
('kadis', '6')
('kafir', '5')
('kagos', '5')
('kagus', '6')
('kahal', '5')
('kaiak', '5')
('kaids', '6')
('kaies', '3')
('kaifs', '6')
('kaika', '5')
('kaiks', '8')
('kails', '7')
('kaims', '5')
('kaing', '4')
('kains', '8')
('kakas', '8')
('kakis', '9')
('kalam', '5')
('kales', '9')
('kalif', '5')
('kalis', '6')
('kalpa', '5')
('kamas', '7')
('kames', '5')
('kamik', '5')
('kamis', '5')
('kamme', '6')
('kanae', '6')
('kanas', '7')
('kandy', '8')
('kaneh', '5')
('kanes', '7')
('kanga', '6')
('kangs', '9')
('kanji', '5')
('kants', '9')
('kanzu', '5')
('kaons', '4')
('kapas', '6')
('kaphs', '5')
('kapok', '5')
('kapow', '4')
('kappa', '5')
('kapus', '6')
('kaput', '5')
('karas', '9')
('karat', '4')
('karks', '12')
('karma', '6')
('karns', '7')
('karoo', '4')
('karos', '5')
('karri', '6')
('karst', '2')
('karsy', '3')
('karts', '7')
('karzy', '6')
('kasha', '5')
('kasme', '4')
('katal', '6')
('katas', '7')
('katis', '5')
('katti', '4')
('kaugh', '4')
('kauri', '5')
('kauru', '5')
('kaury', '4')
('kaval', '6')
('kavas', '7')
('kawas', '6')
('kawau', '5')
('kawed', '6')
('kayak', '5')
('kayle', '6')
('kayos', '5')
('kazis', '8')
('kazoo', '7')
('kbars', '7')
('kebab', '5')
('kebar', '5')
('kebob', '5')
('kecks', '8')
('kedge', '6')
('kedgy', '5')
('keech', '5')
('keefs', '6')
('keeks', '8')
('keels', '6')
('keema', '4')
('keeno', '4')
('keens', '5')
('keeps', '7')
('keets', '7')
('keeve', '6')
('kefir', '4')
('kehua', '5')
('keirs', '4')
('kelep', '4')
('kelim', '3')
('kells', '10')
('kelly', '6')
('kelps', '6')
('kelpy', '5')
('kelts', '9')
('kelty', '5')
('kembo', '4')
('kembs', '6')
('kemps', '5')
('kempt', '5')
('kempy', '5')
('kenaf', '4')
('kench', '5')
('kendo', '4')
('kenos', '3')
('kente', '4')
('kents', '9')
('kepis', '4')
('kerbs', '8')
('kerel', '3')
('kerfs', '8')
('kerky', '7')
('kerma', '6')
('kerne', '5')
('kerns', '6')
('keros', '6')
('kerry', '6')
('kerve', '6')
('kesar', '4')
('kests', '9')
('ketas', '5')
('ketch', '5')
('ketes', '8')
('ketol', '4')
('kevel', '5')
('kevil', '5')
('kexes', '8')
('keyed', '6')
('keyer', '6')
('khadi', '4')
('khafs', '5')
('khaki', '6')
('khans', '6')
('khaph', '5')
('khats', '9')
('khaya', '4')
('khazi', '5')
('kheda', '4')
('kheth', '5')
('khets', '7')
('khoja', '4')
('khors', '4')
('khoum', '4')
('khuds', '4')
('kiaat', '3')
('kiack', '4')
('kiang', '4')
('kibbe', '6')
('kibbi', '4')
('kibei', '4')
('kibes', '5')
('kibla', '4')
('kicks', '8')
('kicky', '6')
('kiddo', '4')
('kiddy', '4')
('kidel', '3')
('kidge', '4')
('kiefs', '5')
('kiers', '5')
('kieve', '5')
('kievs', '6')
('kight', '7')
('kikes', '11')
('kikoi', '5')
('kiley', '3')
('kilim', '4')
('kills', '6')
('kilns', '3')
('kilos', '5')
('kilps', '4')
('kilts', '7')
('kilty', '5')
('kimbo', '5')
('kinas', '5')
('kinda', '4')
('kinds', '6')
('kindy', '3')
('kines', '8')
('kings', '7')
('kinin', '4')
('kinks', '11')
('kinky', '7')
('kinos', '5')
('kiore', '3')
('kiosk', '4')
('kipes', '5')
('kippa', '5')
('kipps', '6')
('kirby', '4')
('kirks', '8')
('kirns', '5')
('kirri', '5')
('kisan', '3')
('kissy', '6')
('kists', '8')
('kited', '4')
('kiter', '8')
('kites', '9')
('kithe', '4')
('kiths', '6')
('kitty', '5')
('kitul', '4')
('kivas', '6')
('kiwis', '6')
('klang', '4')
('klaps', '7')
('klett', '4')
('klick', '6')
('klieg', '4')
('kliks', '6')
('klong', '5')
('kloof', '6')
('kluge', '4')
('klutz', '4')
('knack', '5')
('knags', '5')
('knaps', '4')
('knarl', '5')
('knars', '4')
('knaur', '5')
('knave', '5')
('knawe', '4')
('knead', '4')
('kneed', '5')
('kneel', '4')
('knees', '5')
('knell', '4')
('knelt', '4')
('knife', '4')
('knish', '4')
('knits', '5')
('knive', '5')
('knobs', '5')
('knock', '4')
('knoll', '3')
('knops', '4')
('knosp', '4')
('knots', '4')
('knout', '4')
('knowe', '4')
('known', '4')
('knows', '6')
('knubs', '4')
('knurl', '4')
('knurr', '5')
('knurs', '4')
('knuts', '4')
('koala', '6')
('koans', '4')
('koaps', '5')
('koban', '5')
('kobos', '6')
('koels', '4')
('koffs', '6')
('kofta', '4')
('kogal', '6')
('kohas', '6')
('kohen', '5')
('kohls', '5')
('koine', '3')
('kojis', '4')
('kokam', '5')
('kokas', '7')
('koker', '11')
('kokra', '6')
('kokum', '5')
('kolas', '6')
('kolos', '7')
('kombu', '4')
('konbu', '4')
('kondo', '6')
('konks', '12')
('kooks', '10')
('kooky', '7')
('koori', '5')
('kopek', '4')
('kophs', '5')
('kopje', '4')
('koppa', '6')
('korai', '4')
('koras', '7')
('korat', '4')
('kores', '9')
('korma', '5')
('koros', '6')
('korun', '3')
('korus', '5')
('koses', '7')
('kotch', '6')
('kotos', '5')
('kotow', '5')
('koura', '5')
('kraal', '5')
('krabs', '7')
('kraft', '7')
('krais', '4')
('krait', '3')
('krang', '5')
('krans', '6')
('kranz', '6')
('kraut', '6')
('krays', '7')
('kreep', '5')
('kreng', '4')
('krewe', '6')
('krill', '7')
('krona', '4')
('krone', '7')
('kroon', '5')
('krubi', '4')
('krunk', '5')
('ksars', '8')
('kubie', '4')
('kudos', '4')
('kudus', '4')
('kudzu', '4')
('kufis', '5')
('kugel', '4')
('kuias', '5')
('kukri', '4')
('kukus', '7')
('kulak', '5')
('kulan', '4')
('kulas', '6')
('kulfi', '4')
('kumis', '4')
('kumys', '4')
('kuris', '4')
('kurre', '6')
('kurta', '4')
('kurus', '5')
('kusso', '4')
('kutas', '4')
('kutch', '6')
('kutis', '5')
